Country,HS_Code,Risk_Score,Drop_Months
Indonesia,11,5.6,2020-02;2020-07;2021-02;2021-08;2021-11;2022-01;2022-03;2022-05;2022-12;2023-06;2023-08;2023-09;2023-10;2023-12;2024-02;2024-03;2024-05;2024-07;2024-08;2024-09;2024-10;2024-11;2025-01;2025-04;2025-05;2025-07;2025-10;2026-02;2026-03
Indonesia,17,7.4,2020-03;2020-04;2020-05;2020-06;2020-07;2020-08;2020-09;2020-11;2020-12;2021-01;2021-04;2022-02;2023-01;2023-05;2023-07;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2025-02;2025-03;2025-04
Indonesia,26,6.8,2020-02;2020-05;2020-06;2020-07;2020-08;2020-09;2022-09;2023-04;2023-05;2023-07;2024-06;2024-08;2024-09;2024-10;2024-12;2025-01;2025-02;2025-03;2025-04;2025-05;2025-08;2025-09;2025-10;2025-11;2026-01;2026-02
Indonesia,27,2.7,
Indonesia,31,8.8,2020-01;2020-06;2020-11;2021-01;2021-02;2021-03;2021-04;2021-05;2021-06;2021-08;2021-09;2021-10;2022-11;2022-12;2023-01;2023-02;2023-03;2023-04;2023-06;2023-07;2023-08;2024-09;2024-10;2024-12;2025-01;2025-02;2025-03;2025-06;2025-07;2025-08;2025-09;2025-10;2025-11;2025-12;2026-01
Indonesia,39,2.1,
Indonesia,44,1.9,
Indonesia,72,4.7,2020-02;2020-03;2020-05;2020-07;2022-06;2022-07;2022-09;2022-10;2023-01;2023-03;2023-07;2023-10;2024-05;2025-03
Indonesia,76,3.7,2020-11;2021-01;2023-01;2025-09
Indonesia,84,2.4,
Iran -Islamic Republic of,9,9.4,2020-03;2020-04;2020-07;2020-10;2020-11;2021-01;2021-05;2021-09;2022-02;2022-06;2022-07;2022-08;2022-10;2022-11;2022-12;2023-01;2023-05;2023-08;2023-10;2023-11;2023-12;2024-03;2025-01;2025-02;2025-07;2025-10;2026-02;2026-03
Iran -Islamic Republic of,11,10.0,2020-03;2020-04;2020-08;2020-09;2020-10;2022-02;2022-06;2022-08;2023-02;2023-03;2023-09;2023-11;2024-07
Iran -Islamic Republic of,17,9.8,2020-05;2020-10;2021-12;2022-02;2022-06;2022-08;2023-07;2023-10;2023-12;2024-12;2025-01;2025-02;2025-06;2025-11;2025-12
Iran -Islamic Republic of,27,10.0,2020-01;2020-02;2020-03;2020-04;2020-06;2020-07;2020-08;2020-09;2020-12;2021-05;2022-04;2022-11;2024-02;2024-05;2025-03;2025-12
Iran -Islamic Republic of,31,10.0,2020-10;2020-12;2021-02;2021-04;2021-06;2021-07;2022-11;2022-12;2023-02;2024-01;2024-08;2025-06
Iran -Islamic Republic of,39,9.3,2020-01;2020-02;2020-03;2020-04;2020-06;2020-07;2020-09;2020-11;2021-01;2021-04;2021-09;2021-10;2021-11;2021-12;2022-05;2022-06;2022-07;2022-08;2023-04;2023-09;2023-11;2023-12;2024-01;2024-07;2024-10;2024-11;2025-01;2025-03;2025-05;2025-07;2025-08;2025-12;2026-01;2026-03
Iran -Islamic Republic of,76,10.0,2020-03;2021-11;2022-02;2023-03;2023-08;2023-09;2023-11;2024-06;2025-01;2025-02;2025-03;2026-01
Iran -Islamic Republic of,84,8.8,2020-02;2020-03;2020-04;2020-07;2020-08;2020-12;2021-06;2021-09;2021-10;2021-11;2022-01;2022-10;2023-02;2023-03;2023-05;2023-07;2023-08;2023-09;2023-12;2024-02;2024-03;2024-10;2025-01;2025-05;2025-07;2025-09
Iraq,27,3.3,2020-06;2020-11;2021-02
Iraq,76,5.5,2022-04;2022-07;2022-08;2023-05;2023-12;2024-03;2025-11;2026-02
Iraq,84,9.8,2020-01;2020-06;2020-08;2020-09;2021-01;2021-02;2021-10;2021-11;2021-12;2022-02;2022-05;2022-06;2022-08;2022-09;2022-11;2023-01;2023-02;2023-04;2023-06;2024-03;2024-07;2024-09;2024-10;2024-12;2025-01;2025-04;2025-05;2025-06;2025-08;2025-10;2026-03
Ireland,9,9.4,2020-07;2020-09;2021-04;2021-05;2021-12;2022-01;2022-03;2022-06;2022-08;2022-09;2022-10;2023-03;2023-04;2023-06;2024-02;2024-08;2024-10;2024-12;2025-08
Ireland,11,6.0,2020-03;2020-10;2020-12;2021-02;2021-04;2022-03;2022-07;2023-06;2023-08;2023-09;2023-10;2024-06;2024-11;2024-12;2025-01;2025-04;2025-07;2025-08
Ireland,17,8.7,2020-01;2020-03;2020-04;2020-10;2021-06;2021-07;2021-10;2022-01;2022-02;2022-04;2022-07;2022-09;2022-11;2023-03;2023-04;2023-06;2023-08;2023-09;2024-02;2024-10;2024-11;2025-01;2025-03;2025-05;2025-06;2025-08;2025-12
Ireland,27,8.5,2020-02;2020-05;2021-03;2021-09;2022-07;2025-10;2025-12;2026-03
Ireland,31,9.4,2020-10;2021-07;2021-11;2022-03;2022-05;2022-09;2023-11;2024-02;2024-06;2025-04
Ireland,39,6.1,2020-08;2020-09;2021-01;2021-02;2021-05;2021-10;2021-11;2022-04;2022-06;2023-01;2023-02;2023-03;2024-08;2024-10;2025-01;2025-04;2025-06;2025-07;2025-08;2025-09;2025-11;2025-12;2026-02;2026-03
Ireland,44,9.6,2020-01;2020-05;2020-06;2020-09;2021-02;2021-06;2021-10;2022-01;2022-07;2022-09;2022-12;2024-04;2024-08;2024-10;2025-02;2025-06;2025-11;2025-12;2026-03
Ireland,72,8.8,2020-01;2020-02;2020-03;2020-04;2020-05;2020-06;2020-07;2020-08;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2021-06;2021-09;2021-11;2022-01;2022-05;2022-11;2022-12;2023-01;2023-02;2023-03;2023-04;2023-05;2024-03;2024-06;2024-07;2025-02;2025-03;2025-04;2025-07;2025-08;2025-10
Ireland,76,5.7,2020-03;2020-04;2021-06;2021-07;2022-07;2022-08;2022-09;2022-11;2022-12;2023-02;2023-04;2023-10;2023-11;2024-09;2025-07;2025-10;2025-11;2026-01
Ireland,84,4.9,2020-05;2020-10;2022-04;2022-12;2023-01;2023-10;2024-08;2024-09;2024-11;2024-12;2025-03;2025-07
Isle Of Man,84,10.0,2020-08;2020-09;2020-11;2020-12;2021-03;2022-01;2023-08;2023-09;2024-06;2024-07;2024-09;2025-10;2025-12
Israel,9,8.2,2020-02;2020-03;2020-06;2020-07;2020-08;2021-01;2021-08;2021-09;2021-10;2021-11;2022-11;2022-12;2023-01;2023-02;2023-03;2023-12;2024-01;2026-03
Israel,17,4.2,2020-01;2021-08;2021-10;2021-12;2022-11;2022-12;2023-09;2024-08;2025-05
Israel,26,5.0,2021-09;2021-10;2022-05;2022-08;2022-11;2023-01;2024-02;2024-04;2024-07;2025-06;2025-08;2025-12;2026-02
Israel,27,7.4,2020-04;2020-05;2021-03;2021-06;2021-08;2021-09;2021-12;2022-01;2022-04;2022-07;2022-08;2022-09;2022-12;2023-02;2023-03;2023-04;2023-05;2023-07;2023-08;2023-10;2023-12;2024-01;2024-02;2024-04;2024-05;2024-10;2025-02;2025-07;2025-09;2025-11;2026-03
Israel,31,7.8,2020-02;2020-05;2020-09;2020-10;2021-01;2021-02;2021-07;2021-08;2021-11;2022-04;2022-05;2022-10;2022-11;2023-01;2023-02;2023-06;2023-08;2023-09;2023-12;2024-03;2024-04;2024-05;2024-10;2025-01;2025-02;2025-07;2025-11;2025-12;2026-01
Israel,39,4.4,2022-06;2023-03;2023-08;2023-09;2024-01;2024-10;2026-02
Israel,44,8.7,2020-01;2020-02;2020-04;2020-06;2020-08;2020-10;2020-11;2021-02;2021-03;2021-05;2021-06;2021-09;2021-10;2022-01;2022-04;2022-12;2023-02;2023-03;2023-07;2023-08;2023-11;2024-01;2024-02;2024-03;2024-07;2024-08;2024-09;2024-10;2025-04;2025-05;2026-02;2026-03
Israel,72,8.2,2020-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-03;2021-04;2021-06;2021-07;2021-10;2022-05;2022-06;2022-08;2022-11;2022-12;2023-01;2023-02;2023-03;2023-04;2023-06;2023-07;2023-09;2023-10;2023-11;2024-02;2024-04;2024-05;2024-07;2024-08;2024-10;2024-12;2025-06;2025-07
Israel,76,3.7,2022-03;2022-04;2022-09;2022-10
Israel,84,3.5,2021-01;2022-12;2023-08;2025-08
Israel,93,9.4,2020-02;2020-04;2020-05;2020-06;2020-11;2020-12;2021-03;2021-07;2021-08;2021-09;2021-12;2022-02;2022-04;2022-06;2022-09;2023-02;2023-10;2023-12;2024-01;2024-03;2024-05;2024-06;2024-07;2024-08;2024-11;2025-02;2025-05;2025-09;2025-10;2025-12
Italy,9,3.3,2024-11;2025-05;2025-10;2025-12
Italy,10,9.0,2020-01;2020-04;2020-07;2020-09;2020-10;2021-11;2021-12;2022-01;2022-02;2022-03;2022-05;2022-07;2022-08;2022-09;2023-01;2023-04;2023-10;2023-12;2024-06;2024-07;2024-08;2025-01;2025-04;2025-05;2025-07;2026-02;2026-03
Italy,11,4.2,2021-12;2022-10;2022-11;2023-01;2023-03;2023-04;2023-07;2024-02;2026-02
Italy,17,4.0,2020-05;2020-06;2020-07;2020-12;2024-02;2025-04
Italy,26,10.0,2020-01;2020-08;2020-09;2021-02;2021-06;2021-12;2023-02;2024-12;2025-07;2025-10;2026-03
Italy,27,7.9,2020-05;2021-01;2021-06;2021-08;2021-09;2021-11;2021-12;2022-02;2022-04;2022-05;2022-06;2022-10;2023-01;2023-03;2023-07;2023-09;2023-12;2024-02;2024-05;2024-06;2024-08;2024-11;2024-12;2025-01;2025-02;2025-03;2025-04;2025-06
Italy,31,4.5,2020-07;2020-08;2021-01;2022-06;2022-07;2022-09;2022-12;2023-05;2023-06;2024-08;2024-11;2025-03;2025-06;2025-10
Italy,39,3.1,2024-08;2024-10;2025-01
Italy,44,4.1,2022-04;2022-07;2022-08;2023-10;2023-11;2025-10;2025-12;2026-01;2026-02;2026-03
Italy,72,4.6,2020-01;2020-02;2020-05;2020-07;2020-09;2020-10;2020-11;2022-02;2022-04;2023-03;2023-05;2023-07;2023-08;2023-10;2023-11;2023-12;2024-02;2025-05
Italy,76,5.0,2020-10;2021-07;2021-11;2021-12;2022-01;2022-03;2022-04;2022-05;2022-06;2022-07;2022-09;2023-03;2023-05;2023-10;2024-11;2025-02;2025-03;2025-06;2025-08
Italy,84,3.0,2020-05;2020-06;2020-07;2023-11
Italy,93,7.2,2020-03;2020-04;2020-06;2020-09;2020-11;2020-12;2021-02;2021-05;2021-07;2021-08;2021-09;2022-01;2022-03;2022-04;2022-06;2022-09;2022-10;2022-11;2023-02;2023-03;2023-08;2024-01;2024-04;2024-06;2025-01;2025-04;2025-07;2025-10;2025-11;2025-12;2026-02
Jamaica,9,8.1,2020-02;2020-03;2020-06;2020-09;2020-10;2021-01;2021-04;2021-06;2021-11;2022-05;2023-02;2023-06;2023-08;2023-10;2023-11;2023-12;2024-01;2024-02;2024-03;2024-04;2024-08;2024-09;2024-10;2025-01;2025-03;2025-05;2025-06;2025-07;2025-11;2026-01;2026-02
Jamaica,76,9.3,2020-01;2020-02;2020-04;2020-07;2022-04;2023-08;2024-11;2025-07;2026-03
Jamaica,84,10.0,2020-10;2020-12;2021-07;2022-01;2022-12;2023-05;2023-08;2024-03;2024-09;2025-05;2025-10
Japan,9,4.9,2020-02;2020-03;2020-04;2020-05;2020-06;2020-07;2020-09;2020-10;2020-11;2021-01;2021-02;2021-03;2022-06;2022-12;2024-11;2025-01;2025-10;2025-12
Japan,10,4.6,2020-01;2020-02;2020-03;2020-04;2022-01;2024-08;2025-05;2026-03
Japan,11,5.0,2020-01;2020-02;2020-03;2020-04;2020-05;2020-06;2020-08;2020-09;2020-11;2021-09;2021-12;2022-11;2023-01;2023-06;2023-12
Japan,17,3.4,2020-01;2020-04;2020-05;2020-06;2020-07;2021-11
Japan,26,4.7,2020-01;2020-03;2020-04;2020-06;2020-07;2020-08;2020-11;2023-06;2024-01;2024-02;2024-03;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2025-02;2025-04;2025-06;2025-07;2025-10
Japan,27,3.2,2020-05;2022-04;2023-01;2023-08
Japan,31,4.8,2020-01;2020-07;2020-08;2020-09;2021-03;2021-06;2021-10;2022-12;2023-02;2023-04;2023-05;2023-08;2023-11;2025-01;2025-11;2025-12
Japan,39,2.1,
Japan,44,2.7,2023-07
Japan,72,2.6,
Japan,76,2.3,
Japan,84,1.8,
Japan,93,7.9,2020-02;2020-03;2020-04;2020-07;2020-08;2020-09;2020-10;2021-09;2021-12;2022-04;2022-07;2022-10;2023-02;2023-03;2023-08;2023-11;2023-12;2025-02;2025-05;2025-07;2025-08;2025-09;2025-11;2025-12;2026-03
Jordan,9,9.9,2021-03;2021-10;2021-12;2022-02;2022-05;2022-07;2022-08;2022-09;2023-03;2023-12;2024-10;2024-11;2025-07;2025-12;2026-02;2026-03
Jordan,17,9.8,2020-02;2021-08;2021-09;2021-11;2022-01;2022-03;2022-05;2023-02;2023-06;2023-07;2024-05;2025-05;2025-06;2026-01
Jordan,26,7.8,2020-01;2020-06;2020-08;2020-11;2022-04;2022-06;2023-07;2023-09;2023-10;2023-11;2023-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-10;2025-03;2025-06;2025-09;2025-12
Jordan,31,9.3,2020-04;2020-11;2021-05;2021-07;2021-08;2021-10;2021-12;2022-03;2022-04;2022-10;2023-02;2023-12;2024-01;2024-03;2024-07;2024-08;2024-10;2024-11;2025-06;2026-02;2026-03
Jordan,39,9.5,2020-03;2020-05;2020-10;2020-12;2021-01;2021-02;2021-06;2021-07;2021-09;2022-02;2022-12;2023-04;2023-06;2023-07;2023-10;2023-12;2024-01;2024-02;2024-03;2024-04;2024-06;2024-11;2024-12;2025-01;2025-02;2025-05;2025-06;2025-08;2025-12
Jordan,76,5.3,2020-02;2020-03;2020-04;2020-05;2021-01;2022-02;2022-05;2022-09;2022-10;2023-04;2024-02;2025-03;2025-05;2025-11
Jordan,84,9.3,2020-01;2020-03;2020-04;2020-08;2020-12;2021-02;2021-06;2021-07;2021-09;2021-11;2022-02;2022-08;2022-11;2023-01;2023-03;2023-06;2023-07;2023-08;2023-09;2023-10;2023-12;2024-01;2024-02;2024-05;2024-11;2025-02;2025-03;2025-12;2026-01
Kazakhstan,17,9.7,2020-02;2020-05;2020-06;2020-07;2020-08;2020-09;2020-10;2021-01;2021-03;2021-08;2022-07;2023-05;2023-10;2023-12;2024-07;2024-08;2024-10;2025-03;2025-09;2025-10;2025-11
Kazakhstan,26,7.0,2020-03;2021-01;2021-04;2021-05;2021-09;2022-02;2022-03;2022-06;2022-07;2022-10;2022-12;2023-01;2025-02;2025-03;2025-05;2025-08;2026-02
Kazakhstan,27,6.5,2020-05;2020-06;2020-07;2020-10;2021-09;2022-01;2023-06;2023-11;2023-12;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-09;2024-10;2024-11;2024-12;2025-01;2025-03;2025-08;2025-09
Kazakhstan,39,9.9,2020-03;2020-04;2020-06;2020-11;2021-01;2021-02;2021-03;2021-08;2022-06;2022-09;2023-03;2023-05;2023-12;2024-02;2024-04;2024-08;2024-10;2025-05;2025-06;2025-09;2025-11
Kazakhstan,72,5.4,2020-03;2020-04;2020-09;2020-10;2020-12;2022-03;2022-04;2022-05;2022-06;2022-07;2022-08;2022-09;2022-10;2022-11;2022-12;2023-01;2026-02;2026-03
Kazakhstan,76,8.9,2020-01;2020-04;2020-05;2020-07;2022-02;2022-03;2022-04;2024-03;2024-05;2024-06;2024-12;2025-01;2025-08;2025-09
Kazakhstan,84,8.3,2020-01;2020-04;2020-05;2020-08;2020-09;2020-10;2020-11;2021-02;2021-03;2021-07;2021-12;2022-01;2022-02;2022-05;2022-10;2023-04;2023-06;2023-07;2023-09;2024-03;2024-05;2024-08;2024-09;2024-10;2024-11;2024-12;2025-01;2025-07;2025-10;2025-12;2026-01;2026-02
Kenya,9,4.5,2020-04;2020-12;2021-05;2021-09;2021-10;2022-01;2023-04;2023-05;2023-07;2023-09;2023-12;2024-06;2025-09;2026-01;2026-02
Kenya,26,7.0,2021-09;2022-01;2022-09;2022-11;2022-12;2023-03;2023-06;2024-01;2024-10;2024-11;2025-05;2025-07;2025-08;2025-09;2025-10;2025-11;2026-01;2026-02;2026-03
Kenya,39,9.4,2020-01;2020-03;2020-07;2020-08;2020-09;2021-02;2021-09;2022-03;2022-04;2022-07;2022-08;2022-10;2022-12;2023-03;2023-05;2023-06;2023-08;2023-11;2024-06;2024-09;2024-10;2025-02;2025-07;2025-10;2025-12;2026-03
Kenya,44,10.0,2020-01;2020-02;2020-03;2020-04;2020-05;2020-11;2020-12;2021-06;2021-11;2022-08;2023-06;2025-07;2026-01;2026-03
Kenya,76,7.3,2020-04;2020-09;2020-10;2021-01;2021-07;2022-03;2022-04;2022-05;2022-06;2022-07;2022-08;2023-01;2023-11;2023-12;2024-01;2024-02;2024-06;2024-09;2024-11;2025-01;2025-03;2025-04;2025-07;2025-09;2025-10
Kenya,84,9.1,2020-02;2020-04;2020-05;2020-07;2020-09;2020-11;2021-04;2021-06;2022-02;2022-07;2022-08;2022-09;2022-10;2023-01;2023-03;2023-04;2023-05;2023-07;2023-09;2023-10;2023-11;2023-12;2024-06;2025-04;2025-07;2025-09;2025-10;2026-01;2026-03
Kiribati,27,10.0,2021-02;2021-03;2022-04;2022-08;2022-09;2022-10;2023-02;2023-03;2024-11;2024-12;2025-01
Kiribati,76,10.0,2020-01;2020-07;2020-09;2023-03;2023-12;2024-06;2024-10;2025-04;2025-05;2025-09;2025-11
Kuwait,9,10.0,2020-05;2020-10;2021-02;2022-01;2022-04;2022-06;2022-08;2023-05;2023-12;2024-03;2024-05;2025-07
Kuwait,17,9.5,2020-11;2021-12;2022-09;2023-04;2023-10;2024-11;2025-01;2025-03;2025-04
Kuwait,26,9.3,2020-05;2022-10;2022-11;2022-12;2023-01;2023-02;2023-03;2023-07;2024-06;2024-07;2024-08;2024-09;2024-12;2025-01
Kuwait,27,2.9,
Kuwait,39,9.8,2020-03;2020-05;2020-06;2020-07;2020-09;2020-11;2021-01;2021-02;2021-07;2021-12;2022-01;2022-03;2022-04;2022-09;2022-11;2023-02;2023-05;2023-10;2024-01;2024-02;2024-04;2024-06;2024-11;2026-03
Kuwait,76,6.7,2020-10;2020-11;2020-12;2021-04;2022-01;2022-02;2022-09;2022-10;2022-11;2023-03;2023-08;2023-10;2023-11;2023-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2025-11
Kuwait,84,8.7,2020-02;2020-03;2020-05;2020-06;2020-07;2020-08;2020-09;2020-11;2021-02;2021-07;2021-09;2021-10;2021-11;2021-12;2022-01;2022-02;2022-04;2022-05;2022-06;2022-07;2022-09;2023-03;2023-10;2023-12;2024-02;2024-03;2024-07;2024-08;2024-09;2024-11;2024-12;2025-01;2025-04;2025-05;2025-06;2025-08;2025-11;2025-12;2026-02;2026-03
Kyrgyzstan,84,10.0,2020-04;2020-07;2021-12;2022-05;2022-06;2022-08;2022-10;2023-01;2024-04;2025-11
Lao People's Democratic Republic,9,8.6,2020-01;2020-02;2020-05;2020-06;2020-09;2020-10;2020-11;2020-12;2021-03;2021-04;2021-09;2022-01;2022-02;2022-04;2022-05;2022-06;2022-10;2022-12;2023-01;2023-04;2023-05;2023-06;2023-07;2023-08;2023-09;2023-11;2024-01;2024-04;2024-06;2024-07;2024-08;2024-10;2024-12;2025-01;2026-03
Lao People's Democratic Republic,17,8.5,2020-05;2022-03;2022-04;2022-05;2022-07;2022-08;2022-12;2023-10;2024-01;2024-04;2024-07;2024-08;2024-09;2024-10;2024-12;2025-02;2025-03;2025-05;2025-06;2025-08;2025-09;2025-11;2026-01;2026-02
Lao People's Democratic Republic,27,8.6,2020-03;2020-04;2020-05;2020-06;2020-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2022-02;2022-08;2024-04;2024-12;2025-01;2025-02;2025-05;2026-03
Lao People's Democratic Republic,31,8.0,2020-07;2020-10;2021-01;2021-04;2021-05;2022-09;2022-10;2022-12;2023-04;2023-12;2024-03;2024-05;2024-07;2024-11;2025-04;2025-06;2025-08;2025-09;2025-12;2026-01;2026-02;2026-03
Lao People's Democratic Republic,39,9.0,2022-09;2022-10;2022-11;2023-04;2023-07;2023-08;2023-09;2024-05;2024-06;2025-01;2025-07;2025-08;2025-09;2025-10;2026-01;2026-03
Lao People's Democratic Republic,44,2.0,
Lao People's Democratic Republic,76,7.0,2020-05;2021-01;2021-03;2021-06;2021-11;2022-10;2023-01;2023-12;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2025-02;2026-01
Lao People's Democratic Republic,84,9.6,2020-01;2020-07;2021-03;2021-10;2022-01;2022-03;2022-07;2022-08;2022-10;2023-04;2023-07;2023-09;2023-11;2024-01;2024-02;2024-05;2024-06;2024-08;2025-03;2025-04;2025-07;2025-09;2025-10;2025-12;2026-01
Latvia,10,9.6,2022-12;2023-01;2023-02;2023-03;2023-04;2023-05;2023-07;2023-08;2023-10;2024-02;2024-03;2024-05;2024-06;2024-08;2025-07;2025-10;2025-12
Latvia,27,4.5,2020-02;2020-03;2020-07;2023-10;2023-12;2024-02;2025-04;2025-11;2026-01;2026-03
Latvia,31,10.0,2020-07;2021-03;2021-10;2022-08;2023-10;2025-07;2025-11;2026-01;2026-03
Latvia,39,7.7,2020-01;2020-04;2020-05;2020-06;2020-11;2020-12;2021-01;2021-02;2021-06;2021-07;2021-08;2021-10;2022-03;2022-04;2022-05;2022-12;2023-03;2023-06;2023-09;2024-01;2024-04;2024-11;2024-12;2025-10;2026-02;2026-03
Latvia,44,3.4,2022-04;2022-06;2022-08;2022-11
Latvia,76,9.5,2021-01;2021-07;2022-06;2022-07;2022-09;2022-11;2023-02;2023-03;2023-12;2024-01;2024-02;2024-04;2024-05;2024-07;2024-09;2025-03;2025-10
Latvia,84,6.5,2020-04;2020-08;2021-01;2021-07;2022-03;2022-08;2022-09;2022-11;2023-01;2023-05;2023-09;2023-10;2024-02;2024-05;2024-12;2025-04;2025-06;2025-10;2025-11;2026-02;2026-03
Lebanon,17,9.2,2021-10;2022-02;2022-05;2022-07;2022-12;2023-08;2024-01;2025-08
Lebanon,39,10.0,2020-04;2020-07;2020-08;2020-09;2020-11;2021-08;2022-01;2023-03;2025-01;2025-02;2025-06;2025-08;2025-11;2026-02
Lebanon,76,4.1,2020-05;2021-12;2022-03;2022-06;2022-10;2023-01;2023-05;2024-04
Lebanon,84,9.3,2020-03;2020-04;2020-12;2021-03;2021-10;2021-11;2022-04;2022-08;2023-02;2023-06;2023-09;2023-10;2024-04;2024-08;2024-12;2025-01;2025-03;2025-10;2025-12;2026-02
Liberia,27,9.6,2020-02;2021-04;2021-06;2021-07;2021-08;2021-10;2021-11;2022-02;2022-03;2022-05;2022-07;2023-02;2023-03;2023-05;2023-06;2023-07;2023-08;2023-09;2025-03;2025-04;2025-05;2025-07;2025-08;2025-09;2025-10;2026-01;2026-02
Liberia,76,9.3,2020-03;2020-04;2020-05;2020-09;2021-01;2021-06;2021-07;2021-08;2021-10;2021-12;2022-02;2022-03;2023-02;2024-01;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2025-02;2025-07;2025-12
Liberia,84,6.5,2020-01;2020-09;2020-10;2020-11;2021-01;2021-03;2021-05;2021-12;2022-02;2022-07;2022-10;2023-04;2023-05;2023-06;2023-07;2023-08;2023-09;2023-10;2023-11;2023-12;2024-01;2024-02;2024-03;2024-05;2024-06;2024-09;2024-10;2026-01;2026-02
Liechtenstein,39,6.5,2020-06;2021-02;2022-11;2023-01;2023-02;2023-09;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-11;2025-06;2025-08;2025-10;2025-12
Liechtenstein,84,5.1,2021-02;2021-03;2021-04;2021-05;2023-05;2023-07;2023-08;2024-06;2024-08;2024-10;2024-12;2025-04;2025-05;2025-11;2026-02
Lithuania,9,9.4,2020-01;2020-04;2020-10;2021-07;2023-09;2024-02;2024-05;2024-06;2025-02;2025-05
Lithuania,10,10.0,2022-05;2023-06;2023-08;2023-10;2023-11;2024-02;2024-05;2025-01;2026-03
Lithuania,11,6.4,2020-01;2020-02;2020-03;2020-05;2020-06;2020-07;2020-08;2021-04;2021-11;2022-03;2022-04;2022-05;2022-06;2022-07;2022-08;2022-10;2022-12;2023-02;2023-05;2023-09;2023-10;2024-01;2024-02;2024-07;2024-11;2026-02
Lithuania,17,9.8,2020-03;2021-03;2021-12;2023-06;2024-12;2025-01;2025-11
Lithuania,27,4.6,2020-03;2020-12;2021-04;2021-08;2021-10;2022-02;2022-03;2022-05;2023-08;2023-11;2024-10;2026-02
Lithuania,31,10.0,2020-03;2020-04;2020-06;2021-10;2022-11;2022-12;2023-01;2023-02;2023-06;2024-07;2025-09;2025-11;2026-01
Lithuania,39,7.1,2020-03;2020-04;2020-07;2021-01;2021-05;2021-08;2021-09;2022-03;2022-04;2022-07;2022-11;2022-12;2023-02;2023-09;2023-11;2024-03;2024-05;2024-12;2025-02;2025-05;2025-07;2025-09;2025-10;2026-01;2026-03
Lithuania,44,3.9,2020-12;2021-01;2024-02;2025-09;2025-10;2026-01;2026-03
Lithuania,72,10.0,2020-01;2020-03;2020-05;2020-06;2020-07;2020-08;2020-10;2020-12;2021-05;2022-02;2022-08;2023-04;2025-02;2025-09;2025-10
Lithuania,76,7.7,2020-08;2020-10;2021-01;2021-03;2021-05;2021-06;2021-07;2021-10;2022-02;2022-04;2022-05;2022-07;2022-11;2022-12;2023-08;2023-09;2023-10;2024-02;2024-04;2024-05;2024-11;2025-03;2025-08;2025-09
Lithuania,84,6.3,2020-08;2021-02;2021-04;2021-06;2021-07;2022-01;2022-03;2022-08;2022-09;2022-12;2023-03;2023-09;2024-04;2024-06;2024-11;2025-02;2025-03;2025-05;2025-10;2025-12
Luxembourg,39,5.2,2020-09;2020-11;2021-02;2021-07;2022-01;2022-12;2023-02;2023-11;2024-09;2025-02;2025-07;2025-09;2025-12;2026-02;2026-03
Luxembourg,72,8.2,2020-01;2020-03;2020-04;2020-06;2020-07;2020-08;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2021-07;2021-08;2021-09;2021-11;2022-05;2022-06;2023-03;2023-04;2023-05;2023-08;2023-09;2023-11;2024-04;2024-07;2024-09;2024-10;2024-11;2024-12;2025-01;2025-05;2025-06;2025-08;2025-09;2025-12
Luxembourg,76,8.8,2020-01;2020-02;2020-03;2020-04;2020-05;2020-06;2020-07;2020-11;2021-03;2021-10;2022-06;2022-08;2022-09;2022-10;2022-11;2023-07;2023-12;2024-01;2024-03;2024-07;2024-11;2024-12;2025-02;2025-04;2025-12;2026-03
Luxembourg,84,6.4,2020-03;2020-07;2020-08;2020-09;2020-12;2021-01;2021-02;2021-04;2021-09;2021-10;2022-11;2022-12;2023-05;2023-06;2023-07;2023-08;2023-10;2024-01;2024-05;2024-09;2024-11;2025-02;2025-03;2025-04;2025-07;2025-08;2025-10;2025-12;2026-02
Macao,27,8.0,2020-02;2020-03;2020-04;2020-05;2020-06;2020-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-09;2021-10;2024-11;2025-01;2025-02;2025-03
Macao,39,8.9,2020-05;2021-04;2022-05;2022-07;2022-09;2023-03;2023-07;2024-08;2024-10;2024-12;2025-01;2025-02;2025-03;2025-04;2025-05;2025-06;2025-07;2025-08;2025-11
Macao,44,10.0,2020-05;2022-05;2024-12;2025-01;2025-04;2025-05;2025-06;2025-07;2025-08
